name,desc
KN_ROSENGART CUP 2015/16_OD,08_Open doubles
KN_ROSENGART CUP 2015/16_OD,07_Open dvojice
KN_ROSENGART CUP 2015/16_OD,06_Open dvojice
KN_ROSENGART CUP 2015/16_DYP,05_Losované dvojice
KN_ROSENGART CUP 2015/16_OD,04_Open dvojice
KN_ROSENGART CUP 2015/16_OD,03_Losované dvojice
KN_ROSENGART CUP 2015/16_OD,02_Open dvojice
KN_ROSENGART CUP 2015/16_OD,01_Open dvojice
NITRIANSKY KRAJSKÝ POHÁR 2014/15_OD,04 Dvojice (Open doubles)
NITRIANSKY KRAJSKÝ POHÁR 2014/15_OS,04 Jednotlivci (Open singles)
KN_ROSENGART CUP 2014/15_OD,05_Losované dvojice
KN_ŠTUDENTSKÝ ROSENGART CUP 2014/15,01_Amatérske dvojice
MAJSTROVSTVÁ KOMÁRNA_OD 2014/15,07_Open doubles
MAJSTROVSTVÁ KOMÁRNA_OS 2014/15,07_Open singles
MAJSTROVSTVÁ KOMÁRNA_FD 2014/15,07_Amatérske dvojice
NITRIANSKY KRAJSKÝ POHÁR 2014/15_OD,03 Dvojice (Open doubles)
NITRIANSKY KRAJSKÝ POHÁR 2014/15_OS,03 Jednotlivci (Open singles)
KN_ROSENGART CUP 2014/15_DYP,04_Losované dvojice
NITRIANSKY KRAJSKÝ POHÁR 2014/15_OD,02 Dvojice (Open doubles)
NITRIANSKY KRAJSKÝ POHÁR 2014/15_OS,02 Jednotlivci (Open singles)
KN_ROSENGART CUP 2014/15_DYP,03_Losované dvojice
KN_ROSENGART CUP 2014/15_OD,02_Open doubles
KN_ROSENGART CUP 2014/15_OD,01_Open doubles
NITRIANSKY KRAJSKÝ POHÁR 2014/15_OS,01 Jednotlivci (Open singles)
KN_ROSENGART CUP 2013/14_OD,05 Open doubles
KN_ROSENGART CUP 2013/14_OD,04 Losované dvojice
KN_ROSENGART CUP 2013/14_OD,03 Open doubles
MAJSTROVSTVÁ KOMÁRNA_OD 2013/14,06 Open doubles
MAJSTROVSTVÁ KOMÁRNA_OS 2013/14,06 Open singles
MAJSTROVSTVÁ KOMÁRNA_FD 2013/14,06 Amatérske dvojice
KN_ROSENGART CUP 2013/14_OD,02 Open doubles
KN_ROSENGART CUP 2013/14_OD,01 Open doubles
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,05 Dvojice (Open doubles) 
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,05 Jednotlivci (Open singles) 
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,04 Dvojice (Open doubles) 
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,04 Jednotlivci (Open singles) 
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,03 Dvojice (Open doubles) 
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,03 Jednotlivci (Open singles) 
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,02 Dvojice (Open doubles) 
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,02 Jednotlivci (Open singles) 
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,01 Dvojice (Open doubles) 
NITRIANSKY KRAJSKÝ POHÁR 2007/08 ,01 Jednotlivci (Open singles) 
NITRIANSKY KRAJSKÝ POHÁR 2006/07 ,05 Jednotlivci (Open singles) 
NITRIANSKY KRAJSKÝ POHÁR 2006/07 ,04 Dvojice (Open doubles) 
NITRIANSKY KRAJSKÝ POHÁR 2006/07 ,04 Jednotlivci (Open singles) 
NITRIANSKY KRAJSKÝ POHÁR 2006/07 ,03 Dvojice (Open doubles) 
NITRIANSKY KRAJSKÝ POHÁR 2006/07 ,03 Jednotlivci (Open singles) 
NITRIANSKY KRAJSKÝ POHÁR 2006/07 ,02 Dvojice (Open doubles) 
NITRIANSKY KRAJSKÝ POHÁR 2006/07 ,02 Jednotlivci (Open singles) 
NITRIANSKY KRAJSKÝ POHÁR 2006/07 ,01 Dvojice (Open doubles) 
NITRIANSKY KRAJSKÝ POHÁR 2006/07 ,01 Jednotlivci (Open singles) 
PE_ROSENGART CUP 2019/20 DYP (X),1_Losované dvojice
MTN_OD 2019/20,Open dvojice
MTN_AD 2019/20,Amatérske dvojice
MTN_OS 2019/20,Open jednotlivci
MTN_WS 2019/20,Ženy jednotlivci
PE_ROSENGART CUP 2018/19 DYP,03_Losované dvojice
PE_ROSENGART CUP 2018/19 DYP,02_Losované dvojice
PE_ROSENGART CUP 2018/19 DYP (X),01_Losované dvojice
PE_ROSENGART CUP 2018/19 OS,01_Jednotlivci
MAJSTROVSTVÁ TRENČÍNA_AM 2018/19,Amatérske dvojice
MAJSTROVSTVÁ TRENČÍNA_OD 2018/19,01_Open doubles
MAJSTROVSTVÁ TRENČÍNA_OS 2018/19,01_Open singles
PE_ROSENGART CUP 2017/18 OD,06_Losované dvojice
PE_ROSENGART CUP 2017/18 OD,05_Losované dvojice
PE_ROSENGART CUP 2017/18 OS,05_Jednotlivci
PE_ROSENGART CUP 2017/18 OD,04_Losované dvojice
PE_ROSENGART CUP 2017/18 OD,03_Losované dvojice
PE_ROSENGART CUP 2017/18 OD,02_Losované dvojice
MAJSTROVSTVÁ TRENČÍNA_AM 2017/18,03_Amatérske dvojice
MAJSTROVSTVÁ TRENČÍNA_OD 2017/18,03_Open dvojice
MAJSTROVSTVÁ TRENČÍNA_OS 2017/18,03_Open singles
PE_ROSENGART CUP 2016/17 (X),01_Losované dvojice
MAJSTROVSTVÁ TRENČÍNA_AM 2016/17,06_Amatérske dvojice
MAJSTROVSTVÁ TRENČÍNA_OS 2016/17,06_Open jednotlivci
MAJSTROVSTVÁ TRENČÍNA_OD 2016/17,06_Open doubles
PE_ROSENGART CUP 2015/16 DYP,03_Losované dvojice
PE_ROSENGART CUP 2015/16 OS,03_Jednotlivci
MAJSTROVSTVÁ TRENČÍNA_AM 2015/16,06_Amatérske dvojice
MAJSTROVSTVÁ TRENČÍNA_OD 2015/16,06_Open dvojice
MAJSTROVSTVÁ TRENČÍNA_OS 2015/16,06_Open jednotlivci
PE_ROSENGART CUP 2015/16 DYP,02_Losované dvojice
PE_ROSENGART CUP 2015/16 OS,02_Jednotlivci
PE_ROSENGART CUP 2015/16 DYP,01_Monter Losované dvojice
PE_ROSENGART CUP 2015/16 OS,01_Jednotlivci
TRENČIANSKY KRAJSKÝ POHÁR 2014/15_OD,04 Dvojice (Open doubles)
TRENČIANSKY KRAJSKÝ POHÁR 2014/15_OS,04 Jednotlivci (Open singles)
PE_ROSENGART CUP 2014/15 DYP,01_Monster Losované dvojice
PE_ROSENGART CUP 2014/15 FD,01_Losovaný 2Ball
PE_ROSENGART CUP 2013/14 OD,Hector
TRENČIANSKY KRAJSKÝ POHÁR 2014/15_OD,03 Dvojice (Open doubles)
TRENČIANSKY KRAJSKÝ POHÁR 2014/15_OS,03 Jednotlivci (Open singles)
MAJSTROVSTVÁ PARTIZÁNSKEHO_OD 2014/15,05_Open doubles
MAJSTROVSTVÁ PARTIZÁNSKEHO_OS 2014/15,05_Open singles
MAJSTROVSTVÁ PARTIZÁNSKEHO_AD 2014/15,05_Amatérske dvojice
TRENČIANSKY KRAJSKÝ POHÁR 2014/15_OD,02 Dvojice (Open doubles)
TRENČIANSKY KRAJSKÝ POHÁR 2014/15_OS,02 Jednotlivci (Open singles)
TRENČIANSKY KRAJSKÝ POHÁR 2014/15_OD,01 Dvojice (Open doubles)
TRENČIANSKY KRAJSKÝ POHÁR 2014/15_OS,01 Jednotlivci (Open singles)
PE_ROSENGART CUP 2013/14 DYP,06 Losované dvojice
PE_ROSENGART CUP 2013/14 OD,06 Open doubles
TRENČIANSKY KRAJSKÝ POHÁR 2013/14,04 Dvojice (Open doubles)
TRENČIANSKY KRAJSKÝ POHÁR 2013/14,04 Jednotlivci (Open singles)
MAJSTROVSTVÁ PARTIZÁNSKEHO_OD 2013/14,05 Open doubles
MAJSTROVSTVÁ PARTIZÁNSKEHO_OS 2013/14,05 Open singles
MAJSTROVSTVÁ PARTIZÁNSKEHO_AM 2013/14,05 Amatérske dvojice
TRENČIANSKY KRAJSKÝ POHÁR 2013/14,03 Dvojice (Open doubles)
TRENČIANSKY KRAJSKÝ POHÁR 2013/14,03 Jednotlivci (Open singles)
TRENČIANSKY KRAJSKÝ POHÁR 2013/14_FD,03 Losovaný 2Ball rollerball
PE_ROSENGART CUP 2013/14 DYP,05 Losované dvojice
PE_ROSENGART CUP 2013/14 OD,05 Open doubles
PE_ROSENGART CUP 2013/14 OD,04 Open doubles
PE_ROSENGART CUP 2013/14 DYP,04 Losované dvojice
PE_ROSENGART CUP 2013/14 OD,03 Open doubles
PE_ROSENGART CUP 2013/14 DYP,03 Losované dvojice
TRENČIANSKY KRAJSKÝ POHÁR 2013/14,02 Dvojice (Open doubles)
TRENČIANSKY KRAJSKÝ POHÁR 2013/14,02 Jednotlivci (Open singles)
PE_ROSENGART CUP 2013/14 DYP,02 Losované dvojice
PE_ROSENGART CUP 2013/14 OD,02 Open doubles
TRENČIANSKY KRAJSKÝ POHÁR 2013/14,01 Dvojice (Open doubles)
TRENČIANSKY KRAJSKÝ POHÁR 2013/14,01 Jednotlivci (Open singles)
PE_ROSENGART CUP 2013/14 OD,01 Open doubles
PE_ROSENGART CUP 2013/14 DYP,01 Losované dvojice
SPY CLUB CUP_AMATÉRSKE DVOJICE 2012/13,02_Amatérske dvojice
SPY CLUB CUP_JEDNOTLIVCI 2012/13,02_Jednotlivci
SPY CLUB CUP_PRO/AM DYP 2012 / 2013,02_Losované dvojice
PARTIZÁNSKY POHÁR_PRO/AM DYP 2012 / 2013,01 Pro/Am losované dvojice
PARTIZÁNSKY POHÁR_JEDNOTLIVCI 2012/13,01 Jednotlivci
PARTIZÁNSKY POHÁR_AMATÉRSKE DVOJICE 2/13,01 Amatérske dvojice
DUBLINER CUP_AMATÉRSKE DVOJICE 2012/13,01 Amatérske dvojice
DUBLINER CUP_DYP 2012/13,01 Losované dvojice
DUBLINER CUP_JEDNOTLIVCI 2012/13,01 Jednotlivci
DUBLINER CUP_FUN 2012/13,01 Vojna brankárov
PARTIZÁNSKY POHÁR_PRO/AM DYP 2011 / 2012,01 PRO/AM Losované dvojice
PARTIZÁNSKY POHÁR_AMATÉRSKE DVOJICE 2011,01 Amatérske dvojice
PARTIZÁNSKY POHÁR_JEDNOTLIVCI 2011/12,01 Amatérski jednotlivci
NEVADA CUP 2009 / 2010,04 Dvojice
NEVADA CUP 2009 / 2010,03 Dvojice
NEVADA CUP 2009 / 2010,02 Dvojice
NEVADA CUP 2009 / 2010,01 Dvojice
NEVADA CUP 2008 / 2009,06 Dvojice
NEVADA CUP 2008 / 2009,05 Dvojice
NEVADA CUP 2008 / 2009,04 Dvojice
NEVADA CUP 2008 / 2009,03 Jednotlivci
NEVADA CUP 2008 / 2009,02 Dvojice
NEVADA CUP 2008 / 2009,01 Dvojice
NEVADA CUP 2007 / 2008 ,08 Dvojice 
NEVADA CUP 2007 / 2008 ,07 Dvojice 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,05 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,05 Jednotlivci (Open singles) 
NEVADA CUP 2007 / 2008 ,06 Dvojice 
NEVADA CUP 2007 / 2008 ,05 Dvojice 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,04 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,04 Jednotlivci (Open singles) 
NEVADA CUP 2007 / 2008 ,04 Dvojice 
NEVADA CUP 2007 / 2008 ,04 Vojna brankárov 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,03 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,03 Jednotlivci (Open singles) 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,03 Penalty (Forward shoot-out) 
NEVADA CUP 2007 / 2008 ,03 Dvojice 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,02 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,02 Jednotlivci (Open singles) 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,02 2 Ball rollerball 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,01 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2007/08 ,01 Jednotlivci (Open singles) 
NEVADA CUP 2007 / 2008 ,01 Dvojice 
NEVADA CUP 2007 / 2008 ,02 Dvojice 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,05 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,05 Jednotlivci (Open singles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,05 Penalty (Forward shoot-out) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,04 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,04 2 Ball rollerball 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,04 Jednotlivci (Open singles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,03 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,03 Jednotlivci (Open singles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,01 Vojna brankárov (Goalie war) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,02 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,02 Jednotlivci (Open singles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,01 Dvojice (Open doubles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,01 Jednotlivci (Open singles) 
TRENČIANSKY KRAJSKÝ POHÁR 2006/07 ,01 Losovaný 2 Ball (2 BALL D.Y.P.) 
MZA_OD 2019/20,Open dvojice
MZA_AM 2019/20,Amatérske dvojice
MZA_OS 2019/20,Open jednotlivci
MZA_WS 2019/20,Ženy jednotlivci
MAJSTROVSTVÁ ŽILINY_OS 2018/19,03_Open singles
MAJSTROVSTVÁ ŽILINY_AM 2018/19,03_Amateur doubles
MAJSTROVSTVÁ ŽILINY_OD 2018/19,03_Open doubles
ZA_ROSENGART CUP 2017/18_DYP,01_Losované dvojice
ZA_ROSENGART CUP 2017/18_OS,01_Jednotlivci
MAJSTROVSTVÁ ŽILINY_OD 2017/18,01_Open dvojice
MAJSTROVSTVÁ ŽILINY_OS 2017/18,01_Open jednotlivci
MAJSTROVSTVÁ ŽILINY_AM 2017/18,01_Amatérske dvojice
ZA_ROSENGART CUP 2016/17_DYP,01_Losované dvojice
MAJSTROVSTVÁ ŽILINY_OD 2016/17,01_Open doubles
MAJSTROVSTVÁ ŽILINY_AM 2016/17,01_Amatérske dvojice
MAJSTROVSTVÁ ŽILINY_OS 2016/17,01_Open jednotlivci
SLOVENSKÝ POHÁR KLUBOV 2016/17,01_Pohár klubov
ZA_ROSENGART CUP 2015/16_OS,06_Jednotlivci
ZA_ROSENGART CUP 2015/16_DYP,06_Losovan? dvojice
ZA_ROSENGART CUP 2015/16_OS,05_Jednotlivci
ZA_ROSENGART CUP 2015/16_DYP,04_Losované dvojice
ZA_ROSENGART CUP 2015/16_DYP,03_Losované dvojice
ZA_ROSENGART CUP 2015/16_OS,03_Jednotlivci
ZA_ROSENGART CUP 2015/16_OS,02_Jednotlivci
ZA_ROSENGART CUP 2015/16_DYP,02_Losované dvojice
ZA_ROSENGART CUP 2015/16_DYP,01_Losované dvojice
ZA_ROSENGART CUP 2015/16_OS,01_Jednotlivci
MAJSTROVSTVÁ ŽILINY_OD 2015/16,01_Open doubles
MAJSTROVSTVÁ ŽILINY_AM 2015/16,01_Amatérske dvojice
MAJSTROVSTVÁ ŽILINY_OS 2015/16,01_Open jednotlivci
ZA_ROSENGART CUP 2014/15_OS,09 Jednotlivci
ŽILINSKÝ KRAJSKÝ POHÁR 2014/15_OD,04 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2014/15_OS,04 Jednotlivci (Open singles)
ZA_ROSENGART CUP 2014/15 DYP,08 Losované dvojice
ZA_ROSENGART CUP 2014/15_OS,08 Jednotlivci
ZA_ROSENGART CUP 2014/15_OS,07 Jednotlivci
ZA_ROSENGART CUP 2014/15 DYP,06 Losované dvojice
ZA_ROSENGART CUP 2014/15_OS,06 Jednotlivci
ŽILINSKÝ KRAJSKÝ POHÁR 2014/15_OD,03 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2014/15_OS,03 Jednotlivci (Open singles)
ZA_ROSENGART CUP 2014/15 DYP,05 Losované dvojice
ZA_ROSENGART CUP 2014/15_OS,05 Jednotlivci
ZA_ROSENGART CUP 2014/15 DYP,04 Losované dvojice
ZA_ROSENGART CUP 2014/15_FD,04 2Ball rollerball
ŽILINSKÝ KRAJSKÝ POHÁR 2014/15_OD,02 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2014/15_OS,02 Jednotlivci (Open singles)
ZA_ROSENGART CUP 2014/15 DYP,03 Losované dvojice
ZA_ROSENGART CUP 2014/15_OS,03 Jednotlivci
MAJSTROVSTVÁ ŽILINY_OD 2014/15,02_Open doubles
MAJSTROVSTVÁ ŽILINY_OS 2014/15,02_Open singles
MAJSTROVSTVÁ ŽILINY_AD 2014/15,02_Amatérske dvojice
ZA_ROSENGART CUP 2014/15 DYP,02 Losované dvojice
ZA_ROSENGART CUP 2014/15_FD,02 2Ball rollerball
ŽILINSKÝ KRAJSKÝ POHÁR 2014/15_OD,01 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2014/15_OS,01 Jednotlivci (Open singles)
ZA_ROSENGART CUP 2014/15 DYP,01 Losované dvojice
ZA_ROSENGART CUP 2014/15_OS,01 Jednotlivci
ZA_ROSENGART CUP 2013/14 OD,05 Open doubles
ZA_ROSENGART CUP 2013/14 DYP,05 Losovaná dvojice
ŽILINSKÝ KRAJSKÝ POHÁR 2013/14,04 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2013/14,04 Jednotlivci (Open singles)
ZA_ROSENGART CUP 2013/14 OD,04 Open doubles
ZA_ROSENGART CUP 2013/14 DYP,04 Losované dvojice
ŽILINSKÝ KRAJSKÝ POHÁR 2013/14,03 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2013/14,03 Jednotlivci (Open singles)
ZA_ROSENGART CUP 2013/14 OD,03 Open doubles
ZA_ROSENGART CUP 2013/14 DYP,03 Losované dvojice
ŽILINSKÝ KRAJSKÝ POHÁR 2013/14,02 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2013/14,02 Jednotlivci (Open singles)
ZA_ROSENGART CUP 2013/14 OD,02 Open doubles
ZA_ROSENGART CUP 2013/14 DYP,02 Losované dvojice
MAJSTROVSTVÁ ŽILINY_OD 2013/14,01 Open doubles
MAJSTROVSTVÁ ŽILINY_OS 2013/14,01 Open singles
MAJSTROVSTVÁ ŽILINY_AD 2013/14,01 Amatérske dvojice
ZA_ROSENGART CUP 2013/14 DYP,01 Losované dvojice
ZA_ROSENGART CUP 2013/14 OD,01 Open doubles
ŽILINSKÝ KRAJSKÝ POHÁR 2013/14,01 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2013/14,01 Jednotlivci (Open singles)
ŽILINSKÝ POHÁR_PRO/AM DYP 2012/13,02 Pro/Am losované dvojice
ŽILINSKÝ POHÁR_JEDNOTLIVCI 2012/13,02 Jednotlivci
ŽILINSKÝ POHÁR_AMATÉRSKE DVOJICE 2012/13,02 Amatérske dvojice
ŽILINSKÝ KRAJSKÝ POHÁR 2012/13,04 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2012/13,04 Jednotlivci (Open singles)
LOSOVANÉ DVOJICE 2012 / 2013,01 Losované dvojice
ŽILINSKÝ KRAJSKÝ POHÁR 2012/13,03 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2012/13,03 Jednotlivci (Open singles)
ŽILINSKÝ KRAJSKÝ POHÁR 2012/13,02 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2012/13,02 Jednotlivci (Open singles)
ŽILINSKÝ POHÁR_PRO/AM DYP 2012/13,01 Pro/Am losované dvojice
ŽILINSKÝ POHÁR_AMATÉRSKE DVOJICE 2012/13,01 Amatérske dvojice
ŽILINSKÝ POHÁR_JEDNOTLIVCI 2012/13,01 Jednotlivci
ŽILINSKÝ KRAJSKÝ POHÁR 2012/13,01 Dvojice (Open doubles)
ŽILINSKÝ KRAJSKÝ POHÁR 2012/13,01 Jednotlivci (Open singles)
ŽILINSKÝ POHÁR_PRO/AM DYP 2011 / 2012,Pro/Am losované dvojice
ŽILINSKÝ POHÁR_JEDNOTLIVCI 2011/12,Jednotlivci
ŽILINSKÝ POHÁR_AMATÉRSKE DVOJICE 2011/12,Amatérske dvojice
X-MASS JEDNOTLIVCI ,Jednotlivci
X-MASS VOJNA BRANKÁROV ,Vojna brankárov
X-MASS DYP ,Losované dvojice
X-MASS DVOJICE ,Dvojice
X-MASS JEDNOTLIVCI ,Jednotlivci 
X-MASS VOJNA BRANKÁROV ,Vojna brankárov 
X-MASS DYP ,Losované dvojice 
X-MASS DVOJICE ,Dvojice 
BB_ROSENGART CUP 2021/22,Losované dvojice
BB_ROSENGART CUP 2021/22_OS,Open jednotlivci
BB_ROSENGART CUP 2021/22,Losované dvojice
BB_ROSENGART CUP 2021/22,Losované dvojice
BB_ROSENGART CUP 2021/22_OS,Open jednotlivci
BB_ROSENGART CUP 2021/22,Losované dvojice
BB_ROSENGART CUP 2019/20,10_Open dvojice
BB_ROSENGART CUP 2019/20,09_Losovné dvojice
BB_ROSENGART CUP 2019/20,08_Losovné dvojice
BB_ROSENGART CUP 2019/20,07_Losovné dvojice
BB_ROSENGART CUP 2019/20,06_Losované dvojice
MBB_OD 2019/20,Open dvojice
MBB_AD 2019/20,Amatérske dvojice
MBB_WS 2019/20,Ženy jednotlivci
MBB_WD 2019/20,Ženy dvojice
MBB_2B 2019/20,2 Ball rollerball
MBB_MD 2019/20,Miešané dvojice
MBB_OS 2019/20,Open jednotlivci
MBB_AS 2019/20,Amatéri jednotlivci
BB_ROSENGART CUP 2019/20_OS,05_Open jednotlivci
BB_ROSENGART CUP 2019/20,04_Losované dvojice
BB_ROSENGART CUP 2019/20,03_Open dvojice
BB_ROSENGART CUP 2019/20_OS,02_Open jednotlivci
BB_ROSENGART CUP 2019/20,01_Open dvojice
SLOVENSKÝ POHÁR KLUBOV 2018/19,04_Banskobystrický kraj
MAJSTROVSTVÁ B.BYSTRICE_OD 2018/19,04_Open dvojice
MAJSTROVSTVÁ B.BYSTRICE_AD 2018/19,04_Amatérske dvojice
MAJSTROVSTVÁ B.BYSTRICE_WS 2018/19,04_Ženy jednotlivci
MAJSTROVSTVÁ B.BYSTRICE_MD 2018/19,04_Miešané dvojice
MAJSTROVSTVÁ B.BYSTRICE_OS 2018/19,04_Open jednotlivci
MAJSTROVSTVÁ B.BYSTRICE_WD 2018/19,04_Ženy dvojice
MAJSTROVSTVÁ B.BYSTRICE_2B 2018/19,04_2Ball rollerballl
MAJSTROVSTVÁ B.BYSTRICE_AS 2018/19,04_Amatéri jednotlivci
SLOVENSKÝ POHÁR KLUBOV 2018/19,01_Trenčiansky kraj
MAJSTROVSTVÁ B.BYSTRICE_AM 2017/18,04_Amatérske dvojice
MAJSTROVSTVÁ B.BYSTRICE_OD 2017/18,04_Open dvojice
MAJSTROVSTVÁ B.BYSTRICE_OS 2017/18,04_Open singles
MAJSTROVSTVÁ B.BYSTRICE_AM 2016/17,05_Amatérske dvojice
MAJSTROVSTVÁ B.BYSTRICE_OS 2016/17,05_Open jednotlivci
MAJSTROVSTVÁ B.BYSTRICE_OD 2016/17,05_Open doubles
MAJSTROVSTVÁ B.BYSTRICE_AM 2015/16,04_Amatérske dvojice
MAJSTROVSTVÁ B.BYSTRICE_OD 2015/16,04_Open doubles
MAJSTROVSTVÁ B.BYSTRICE_OS 2015/16,04_Open jednotlivci
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2014/15_OD,04 Dvojice (Open doubles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2014/15_OS,04 Jednotlivci (Open singles)
ZV_ROSENGART CUP 2014/15_OD,05 Losované dvojice
ZV_ROSENGART CUP 2014/15_OS,05 Jednotlivci
ZV_ROSENGART CUP 2014/15_OD,04 Losované dvojice
ZV_ROSENGART CUP 2014/15_OS,04 Jednotlivci
ZV_ROSENGART CUP 2014/15_OS,03 Jednotlivci
ZV_ROSENGART CUP 2014/15_OS,03 Vojna brankárov
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2014/15_OD,03 Dvojice (Open doubles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2014/15_OS,03 Jednotlivci (Open singles)
ZV_ROSENGART CUP 2014/15_OS,02 Jednotlivci
ZV_ROSENGART CUP 2014/15_OD,02 Losované dvojice
ZV_ROSENGART CUP 2014/15_OD,01 Losované dvojice
ZV_ROSENGART CUP 2014/15_OS,01 Jednotlivci
MAJSTROVSTVÁ BREZNA_OD 2014/15,04_Open doubles
MAJSTROVSTVÁ BREZNA_OS 2014/15,04_Open singles
MAJSTROVSTVÁ BREZNA_AD 2014/15,04_Amatérske dvojice
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2014/15_OD,02 Dvojice (Open doubles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2014/15_OS,02 Jednotlivci (Open singles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2014/15_OD,01 Dvojice (Open doubles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2014/15_OS,01 Jednotlivci (Open singles)
BB_ROSENGART CUP 2013/14 OD,03 Open doubles
BB_ROSENGART CUP 2013/14 OS,03 Open singles
BR_ROSENGART CUP 2013/14 OS,05 Open singles
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2013/14,04 Dvojice (Open doubles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2013/14,04 Jednotlivci (Open singles)
BR_ROSENGART CUP 2013/14 OS,04 Open singles
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2013/14,03 Dvojice (Open doubles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2013/14,03 Jednotlivci (Open singles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2013/14_FD,03 Losovaný 2Ball rollerball
BB_ROSENGART CUP 2013/14 OD,02 Open doubles
BB_ROSENGART CUP 2013/14 OS,02 Open singles
BR_ROSENGART CUP 2013/14 OS,03 Open singles
BR_ROSENGART CUP 2013/14 OS,02 Open singles
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2013/14,02 Dvojice (Open doubles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2013/14,02 Jednotlivci (Open singles)
MAJSTROVSTVÁ BANSKEJ BYSTRICE_OD 2013/14,02 Open doubles
MAJSTROVSTVÁ BANSKEJ BYSTRICE_AD 2013/14,02 Amatérske dvojice
MAJSTROVSTVÁ BANSKEJ BYSTRICE_OS 2013/14,02 Open singles
BR_ROSENGART CUP 2013/14 OS,01 Open singles
BB_ROSENGART CUP 2013/14 DYP,01 Losované dvojice
BB_ROSENGART CUP 2013/14 OD,01 Open doubles
BB_ROSENGART CUP 2013/14 OS,01 Open singles
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2013/14,01 Dvojice (Open doubles)
BANSKOBYSTRICKÝ KRAJSKÝ POHÁR 2013/14,01 Jednotlivci (Open singles)
